Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL
Amqui ,autobus OR tramway,7,L'Avant-Poste,La photographe Geneviève Gagné atteint son objectif,2021-02-05,117,https://www.lavantposte.ca/article/2021/02/05/la-photographe-genevieve-gagne-atteint-son-objectif
Amqui ,autobus OR tramway,8,ICI.Radio-Canada.ca,Un convoi de 48 travailleurs étrangers exposé à la COVID-19 | Coronavirus,2021-04-05,58,https://ici.radio-canada.ca/nouvelle/1782340/covid-gaspesie-crabe-usine-travailleurs-gagnon-fils-cas-etrangers-autocar
Amqui ,autobus OR tramway,9,Gaspésie Nouvelles,Orléans Express met ses activités sur pause,2021-01-27,126,https://www.gaspesienouvelles.com/article/2021/01/27/orleans-express-met-ses-activites-sur-pause
Amqui ,autobus OR tramway,10,Radio-Canada.ca,Québec octroie 10 M$ supplémentaires au transport interurbain,2021-02-02,120,https://ici.radio-canada.ca/nouvelle/1767814/quebec-aide-financiere-10-million-transport-autobus-interurbain-regions-intercar-keolis
Amqui ,météo,1,MétéoMédia,Trois choses à savoir sur le premier système d’avril,2021-04-01,62,https://www.meteomedia.com/ca/nouvelles/article/trois-choses-a-savoir-sur-le-premier-systeme-davril
Amqui ,météo,2,CIMT-CHAU,Star Académie: des talents de Kedgwick et d'Amqui au Camp de Sélection - TVA CIMT CHAU,2020-12-24,160,https://cimtchau.ca/nouvelles/star-academie-des-talents-de-kedgwick-et-damqui-au-camp-de-selection/
Amqui ,météo,3,Zone911,Météo à venir : Possibilité de 15 à 20 cm de neige - Actualités,2020-11-14,200,https://zone911.com/divers/30015-meteo-a-venir-possibilite-de-15-a-20-cm-de-neige
Amqui ,météo,4,MétéoMédia,La Gaspésie et les Maritimes dans la tourmente,2021-03-05,89,https://www.meteomedia.com/ca/nouvelles/article/la-gaspesie-et-les-maritimes-dans-la-tourmente
Amqui ,météo,5,La Terre de chez nous,Avancement des semis à l'échelle de la province | La Terre de Chez Nous,2021-05-18,15,https://www.laterre.ca/actualites/cultures/avancement-des-semis-a-lechelle-de-la-province
Amqui ,météo,6,Zone911,Météo: Tempête de neige et/ou pluie verglaçante à venir,2020-12-11,173,https://zone911.com/divers/30155-meteo-tempete-de-neige-et-ou-pluie-verglacante-a-venir
Amqui ,météo,7,Zone911,"Alerte météorologique : Précipitations de pluie, de la neige et une tempête de neige",2021-03-28,66,https://zone911.com/divers/30599-alerte-meteorologique-precipitations-de-pluie-de-la-neige-et-une-tempete-de-neige
Amqui ,météo,8,CIMT-CHAU,Vague de solidarité à la suite d'un incendie à Amqui,2021-04-30,33,https://cimtchau.ca/nouvelles/vague-de-solidarite-a-la-suite-dun-incendie-a-amqui/
Amqui ,météo,9,Zone911,ALERTE MÉTÉO: Voici les toutes dernières informations sur la tempête tropicale qui touchera le Québec,2020-08-04,302,https://zone911.com/divers/29646-alerte-meteo-voici-les-toutes-dernieres-informations-sur-la-tempete-tropicale-qui-touchera-le-quebec
Amqui ,météo,10,Zone911,ALERTE MÉTÉO - Le Québec sera touché par la tempête tropicale Isaias,2020-08-03,303,https://zone911.com/divers/29642-alerte-meteo-le-quebec-sera-touche-par-la-tempete-tropicale-isaias
