Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie,type de mot-clés
Montréal_V2,Cégep,5,Le Journal de Québec,Rentrée sans distanciation: Québec garde le cap pour les cégeps et universités,2021-07-06,28,https://www.journaldequebec.com/2021/07/06/rentree-sans-distanciation-quebec-garde-le-cap-pour-les-cegeps-et-universites,2021-08-03 19:42:04,local
Montréal_V2,Cégep,6,ICI.Radio-Canada.ca,Les cégeps et les universités demandent des consignes claires en vue de la rentrée,2021-07-29,5,https://ici.radio-canada.ca/nouvelle/1812881/rentree-scolaire-consignes-covid-cegep-universite,2021-08-03 19:42:04,local
Montréal_V2,Cégep,7,Courrier Frontenac,Rendez-vous sur les verts au profit de la Fondation du Cégep,2021-07-22,12,https://www.courrierfrontenac.qc.ca/2021/07/22/rendez-vous-sur-les-verts-au-profit-de-la-fondation-du-cegep/,2021-08-03 19:42:04,local
Montréal_V2,Cégep,8,Le Droit - Groupe Capitales Médias,Vaccination des 18-34 ans en Outaouais: peu de craintes au Cégep et à l'UQO,2021-07-07,27,https://www.ledroit.com/actualites/covid-19/vaccination-des-18-34-ans-en-outaouais-peu-de-craintes-au-cegep-et-a-luqo-e6e5c3f5aafa3c676207f38189174914,2021-08-03 19:42:04,local
Montréal_V2,Cégep,9,Le Soleil - Groupe Capitales Médias,Cégeps et universités: Québec garde son plan en vue de la rentrée… pour l'instant,2021-07-26,8,https://www.lesoleil.com/actualite/education/cegeps-et-universites-quebec-garde-son-plan-en-vue-de-la-rentree-pour-linstant-9a806ae9c0f65c70a3f2ba8796b19eec,2021-08-03 19:42:05,local
Montréal_V2,Cégep,10,Le Journal de Québec,"Justin Langlais, une acquisition tardive pour les Carabins",2021-08-02,1,https://www.journaldequebec.com/2021/08/02/justin-langlais-une-acquisition-tardive-pour-les-carabins,2021-08-03 19:42:05,local
Montréal_V2,Cégep,11,ICI.Radio-Canada.ca,Rareté de la main-d'œuvre : un Gaspésien lance une pétition pour retarder la rentrée,2021-08-03,0,https://ici.radio-canada.ca/nouvelle/1813962/petition-report-rentree-cegep-universite-raphael-guite-rarete-main-doeuvre-pcre,2021-08-03 19:42:05,local
Montréal_V2,Cégep,12,"98,5 fm",La rentrée au Cégep et à l'Université devrait se faire en présentiel comme prévu.,2021-07-29,5,https://www.985fm.ca/audio/412941/la-rentree-au-cegep-et-a-luniversite-devrait-se-faire-en-presentiel-comme-prevu,2021-08-03 19:42:05,local
Montréal_V2,Cégep,13,La Presse,"La rentrée scolaire, c'est maintenant | La Presse",2021-07-29,5,https://www.lapresse.ca/debats/editoriaux/2021-07-29/la-rentree-scolaire-c-est-maintenant.php,2021-08-03 19:42:05,local
Montréal_V2,Cégep,14,EnBeauce.com,Philip-Olivier Rochette nommé capitaine des Lauréats de Saint-Hyacinthe,2021-08-03,0,https://www.enbeauce.com/actualites/sports/433347/philip-olivier-rochette-nomme-capitaine-des-laureats-de-saint-hyacinthe,2021-08-03 19:42:06,local
Montréal_V2,Cégep,15,"98,5 fm","COVID-19: Le CNETE travaille sur un projet qui a pour but de créer une protéine qui différencie la population vaccinée de celle infectée - Nancy Déziel, directrice générale du CNETE du Cégep de Shawinigan",2021-08-03,0,https://www.985fm.ca/audio/413882/covid-19-le-cnete-travaille-sur-un-projet-qui-a-pour-but-de-creer-une-proteine-qui-differencie-la-population-vaccinee-de-celle-infectee-nancy-deziel-directrice-generale-du-cnete-du-cegep-de-shawinigan,2021-08-03 19:42:06,local
Montréal_V2,Cégep,16,"98,5 fm",Découverte scientifique à Shawinigan | Une protéine qui différencie la population vaccinée de celle infectée par la COVID-19,2021-08-03,0,https://www.985fm.ca/nouvelles/sante/413932/decouverte-scientifique-a-shawinigan-une-proteine-qui-differencie-la-population-vaccinee-de-celle-infectee-par-la-covid-19,2021-08-03 19:42:06,local
Montréal_V2,Cégep,17,Journal Métro,Découvrir l'art urbain à RDP-PAT grâce à une carte interactive,2021-08-02,1,https://journalmetro.com/local/pointe-aux-trembles-montreal-est/2675284/decouvrir-lart-urbain-a-rdp-pat-grace-a-une-carte-interactive/amp/,2021-08-03 19:42:07,local
Montréal_V2,Cégep,18,L'Écho de Maskinongé,Un philosophe dans les cuisines,2021-08-03,0,https://www.lechodemaskinonge.com/actualites/un-philosophe-dans-les-cuisines/,2021-08-03 19:42:07,local
Montréal_V2,Cégep,19,La Releve,Microferme Cultures du moment: Quand une idée germe de la pandémie,2021-08-03,0,https://www.lareleve.qc.ca/2021/08/03/microferme-cultures-du-moment-quand-une-idee-germe-de-la-pandemie/,2021-08-03 19:42:07,local
Montréal_V2,Cégep,20,Le Reflet du Lac,La mairesse Marie Boivin présente son équipe pour les élections au Canton d'Orford,2021-08-03,0,https://www.lerefletdulac.com/2021/08/03/la-mairesse-marie-boivin-presente-son-equipe-pour-les-elections-au-canton-dorford/,2021-08-03 19:42:07,local
Montréal_V2,Cégep,21,La Tribune - Groupe Capitales Médias,Un cadavre confondu avec un mannequin: une histoire de déjà-vu?,2021-07-30,4,https://www.latribune.ca/ma-region/un-cadavre-confondu-avec-un-mannequin-une-histoire-de-deja-vu-d15824a3f98586f600c82178dfa9ff92,2021-08-03 19:42:08,local
Montréal_V2,Cégep,22,Le Devoir,L'intelligence artificielle au service de la faune marine,2021-08-03,0,https://www.ledevoir.com/societe/science/622272/science-l-intelligence-artificielle-au-service-de-la-faune-marine,2021-08-03 19:42:08,local
Montréal_V2,Cégep,23,EnBeauce.com,Un nouvel organisme artistique voit le jour en Chaudière-Appalaches,2021-08-03,0,https://www.enbeauce.com/actualites/culturel/433329/un-nouvel-organisme-artistique-voit-le-jour-en-chaudiere-appalaches,2021-08-03 19:42:08,local
Montréal_V2,Cégep,24,La Tribune - Groupe Capitales Médias,"Contribuer en tout temps, à tout âge | Mérite estrien | Actualités",2021-08-01,2,https://www.latribune.ca/actualites/merite-estrien/contribuer-en-tout-temps-a-tout-age-01f08a579cafb09e1cac0e91f77b9fac,2021-08-03 19:42:08,local
Montréal_V2,Cégep,25,Mon Victo,La pénurie de main-d'oeuvre est là pour encore longtemps,2021-08-02,1,https://monvicto.com/la-penurie-de-main-doeuvre-est-la-pour-encore-longtemps/,2021-08-03 19:42:08,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",1,Le Reflet du Lac,Centre de services scolaire des Sommets: un budget équilibré et des investissements,2021-07-06,28,https://www.lerefletdulac.com/2021/07/06/centre-de-services-scolaire-des-sommets-un-budget-equilibre-et-des-investissements/,2021-08-03 19:42:17,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",2,TVA Nouvelles,Une croix sur une école dérange,2021-08-03,0,https://www.tvanouvelles.ca/2021/08/03/une-croix-sur-une-ecole-derange,2021-08-03 19:42:17,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",3,La Presse,Côte-des-Neiges–Notre-Dame-de-Grâce | Le président de la Commission scolaire English-Montreal candidat avec Coderre,2021-07-07,27,https://www.lapresse.ca/actualites/grand-montreal/2021-07-07/cote-des-neiges-notre-dame-de-grace/le-president-de-la-commission-scolaire-english-montreal-candidat-avec-coderre.php,2021-08-03 19:42:17,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",4,L’Avantage gaspésien,Simon Deschênes accuse le Centre de services scolaire des Chic-Chocs de négliger les dossiers de Sainte-Anne-des-Monts,2021-07-23,11,https://www.lavantagegaspesien.com/article/2021/07/23/simon-deschenes-accuse-le-centre-de-services-scolaire-des-chic-chocs-de-negliger-les-dossiers-de-sainte-anne-des-monts,2021-08-03 19:42:18,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",5,L'Avantage Rimouski,Plus de 350 000 $ pour améliorer sept cours d'école du Centre de services scolaire des Phares,2021-07-15,19,https://www.lavantage.qc.ca/article/2021/07/15/plus-de-350-000-pour-ameliorer-sept-cours-d-ecole-du-centre-de-services-scolaire-des-phares,2021-08-03 19:42:18,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",6,L'Éclaireur Progrès,Culture Artistes recherchés pour animer des ateliers dans les écoles,2021-08-03,0,https://www.leclaireurprogres.ca/artistes-recherches-pour-animer-des-ateliers-dans-les-ecoles/,2021-08-03 19:42:18,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",7,ICI.Radio-Canada.ca,Pas de 9 e année pour l'École Allain-St-Cyr en septembre,2021-08-03,0,https://ici.radio-canada.ca/nouvelle/1813739/allain-st-cyr-9e-anne-ecole-francophone-retention,2021-08-03 19:42:18,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",8,La Presse,Questions préembauche intrusives | Rappel à l'ordre,2021-07-16,18,https://www.lapresse.ca/actualites/2021-07-16/questions-preembauche-intrusives/rappel-a-l-ordre.php,2021-08-03 19:42:19,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",9,Mon LaTuque,Marie-Louise Tardif annonce un financement pour l'éducation émotionnelle des enfants,2021-08-03,0,https://monlatuque.com/marie-louise-tardif-annonce-un-financement-pour-leducation-emotionnelle-des-enfants/,2021-08-03 19:42:19,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",10,La Presse,Un chercheur en éducation coupable de voyeurisme,2021-08-02,1,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-08-02/un-chercheur-en-education-coupable-de-voyeurisme.php,2021-08-03 19:42:19,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",11,L'Étoile du Lac,7 M$ dans les écoles,2021-07-18,16,https://www.letoiledulac.com/actualite/7-m-dans-les-ecoles/,2021-08-03 19:42:19,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",12,Granby Express,La Fondation Christian Vachon à la recherche de nouveaux partenaires,2021-07-30,4,https://www.granbyexpress.com/2021/07/31/la-fondation-christian-vachon-a-la-recherche-de-nouveaux-partenaires-2/,2021-08-03 19:42:20,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",13,Ameq en ligne,Centre de services scolaire des Portages-de-l'Outaouais - Fusion du CFP Vision-Avenir et de l'École des métiers spécialisés Asticou,2021-07-09,25,https://ameqenligne.com/article/education/niveau/primaire-secondaire/3/909397/fusion-du-cfp-vision-avenir-et-de-l-ecole-des-metiers-specialises-asticou.html,2021-08-03 19:42:20,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",14,Le Journal de Montréal,Apparence de collusion et climat toxique: rapport accablant pour le Centre de services scolaire de Montréal,2021-04-13,112,https://www.journaldemontreal.com/2021/04/13/rapport-accablant-pour-le-centre-de-services-scolaire,2021-08-03 19:42:20,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",15,Le Reflet du Lac,TRIBUNE LIBRE: Centre de Services Scolaire des Sommets: le comité de parents endosse les moyens de pression dans le milieu de l'éducation,2021-06-07,57,https://www.lerefletdulac.com/2021/06/07/tribune-libre-centre-de-services-scolaire-des-sommets-le-comite-de-parents-endosse-les-moyens-de-pression-dans-le-milieu-de-leducation/,2021-08-03 19:42:20,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",16,Le Reflet,Le Centre de services scolaire a une liste d'enseignants à ne pas engager,2021-01-14,201,https://www.lereflet.qc.ca/le-centre-de-services-scolaire-a-une-liste-denseignants-a-ne-pas-engager/,2021-08-03 19:42:21,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",17,EstriePlus.com,Trois cours d'école seront embellies dans la région de Sherbrooke - ACTUALITÉS - Estrie - Estrieplus.com - Le journal Internet,2021-07-27,7,http://estrieplus.com/contenu-trois_cours_d_ecole_seront_embellies_dans_la_region_de_sherbrooke-1355-49912.html,2021-08-03 19:42:21,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",18,Courrier Laval,Aucune école fermée au Centre de services scolaire de Laval,2021-04-09,116,https://courrierlaval.com/aucune-ecole-fermee-au-centre-de-services-scolaire-de-laval/,2021-08-03 19:42:22,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",19,Le Reflet,Le Centre de services scolaire redemande plus d'espace pour ses élèves,2020-12-10,236,https://www.lereflet.qc.ca/le-centre-de-services-scolaire-redemande-plus-despace-pour-ses-eleves/,2021-08-03 19:42:22,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",20,Le Journal de Montréal,La commission scolaire Lester B. Pearson interdit le mot en «N»,2021-03-23,133,https://www.journaldemontreal.com/2021/03/23/la-commission-scolaire-lester-b-pearson-interdit-le-mot-en-n,2021-08-03 19:42:22,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",21,Le Devoir,Les pratiques d'inclusion à l'épreuve dans une commission scolaire de Montréal,2021-07-03,31,https://www.ledevoir.com/societe/education/615558/education-les-pratiques-d-inclusion-a-l-epreuve-de-la-realite,2021-08-03 19:42:22,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",22,La Presse,Conseil d'administration paralysé | Le Centre de services scolaire de Montréal bientôt sous tutelle,2021-06-15,49,https://www.lapresse.ca/actualites/education/2021-06-15/conseil-d-administration-paralyse/le-centre-de-services-scolaire-de-montreal-bientot-sous-tutelle.php,2021-08-03 19:42:22,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",23,Le Journal de Montréal,Québec place le Centre de services scolaire de Montréal sous tutelle,2021-06-16,48,https://www.journaldemontreal.com/2021/06/16/quebec-place-le-centre-de-services-scolaire-de-montreal-sous-tutelle-1,2021-08-03 19:42:23,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",24,La Presse,"Centre de services scolaire de Montréal | « Des manquements graves », dit Québec",2021-04-14,111,https://www.lapresse.ca/actualites/education/2021-04-14/centre-de-services-scolaire-de-montreal/des-manquements-graves-dit-quebec.php,2021-08-03 19:42:23,local
Montréal_V2,"""Centre de services scolaire"" OR ""Commission scolaire""",25,La Presse,Une commission scolaire est blâmée dans une affaire de racisme à l'école,2020-12-07,239,https://www.lapresse.ca/actualites/education/2020-12-07/une-commission-scolaire-est-blamee-dans-une-affaire-de-racisme-a-l-ecole.php,2021-08-03 19:42:23,local
Montréal_V2,CISSS OR CIUSSS,1,ICI.Radio-Canada.ca,Le CISSS des Îles-de-la-Madeleine incite les vacanciers à la prudence,2021-08-02,1,https://ici.radio-canada.ca/nouvelle/1813690/cisss-iles-madeleine-prudence-vacances-accident-information-tourisme,2021-08-03 19:42:34,local
Montréal_V2,CISSS OR CIUSSS,2,EnBeauce.com,« Festival Gaulois » à Saint-Benoit-Labre: le CISSS Chaudière-Appalaches a saisi les tribunaux,2021-08-03,0,https://www.enbeauce.com/actualites/societe/433359/-festival-gaulois-a-saint-benoit-labre-le-cisss-chaudiere-appalaches-a-saisi-les-tribunaux,2021-08-03 19:42:34,local
Montréal_V2,CISSS OR CIUSSS,3,L'Action,"Cuisson sur le BBQ : Gare aux intoxications alimentaires, prévient le CISSS",2021-07-28,6,https://www.laction.com/article/2021/07/28/cuisson-sur-le-bbq-gare-aux-intoxications-alimentaires-previent-le-cisss,2021-08-03 19:42:34,local
Montréal_V2,CISSS OR CIUSSS,4,Le Soleil - Groupe Capitales Médias,Débordements à l'urgence du CHUL: le CIUSSS «en action»,2021-07-14,20,https://www.lesoleil.com/actualite/sante/debordements-a-lurgence-du-chul-le-ciusss-en-action-7db50cb90e494774150387bccef42758,2021-08-03 19:42:35,local
Montréal_V2,CISSS OR CIUSSS,5,Radio-Canada.ca,Québec envisage d'implanter le passeport vaccinal à Trois-Rivières,2021-08-03,0,http://ici.radio-canada.ca/amp/1813950/hausse-cas-covid-trifluviens-intervention-immediate-ciusss-gp3r,2021-08-03 19:42:35,local
Montréal_V2,CISSS OR CIUSSS,6,Le Quotidien - Groupe Capitales Médias,La FIQ dénonce l'attitude du CIUSSS | Actualités,2021-08-02,1,https://www.lequotidien.com/actualites/la-fiq-denonce-lattitude-du-ciusss-26e5bbd300cfa2e9756ddd9e68fb8ba3,2021-08-03 19:42:35,local
Montréal_V2,CISSS OR CIUSSS,7,Nord Info et Voix des Mille-Iles,Le CISSS des Laurentides demande à la population d'éviter les urgences en cas de problèmes de santé non urgents,2021-07-08,26,https://www.nordinfo.com/actualites/le-cisss-des-laurentides-demande-a-la-population-deviter-les-urgences-en-cas-de-problemes-de-sante-non-urgents/,2021-08-03 19:42:35,local
Montréal_V2,CISSS OR CIUSSS,8,CIMT-CHAU,Santé : La PDG du CISSS du Bas-Saint-Laurent de passage au Manoir Héritage de Trois-Pistoles,2021-08-01,2,https://cimtchau.ca/nouvelles/sante-la-pdg-du-cisss-du-bas-saint-laurent-de-passage-au-manoir-heritage-de-trois-pistoles/,2021-08-03 19:42:36,local
Montréal_V2,CISSS OR CIUSSS,9,Ma Côte-Nord,Le CISSS Côte-Nord prêt à offrir 30 000$ aux futurs professionnels,2021-07-27,7,https://macotenord.com/le-cisss-cote-nord-pret-a-offrir-30-000-aux-futurs-professionnels/,2021-08-03 19:42:36,local
Montréal_V2,CISSS OR CIUSSS,10,Le Quotidien - Groupe Capitales Médias,"La démission, une option pour les infirmières du CIUSSS",2021-07-26,8,https://www.lequotidien.com/actualites/la-demission-une-option-pour-les-infirmieres-du-ciusss-2dee45d550ebf113e6716a7f8193b6fa,2021-08-03 19:42:36,local
Montréal_V2,CISSS OR CIUSSS,11,Le Journal de Québec,Pénurie de personnel: le CIUSSS Saguenay-Lac-Saint-Jean sonde le privé,2021-07-23,11,https://www.journaldequebec.com/2021/07/23/penurie-de-personnel-le-ciusss-saguenay-lac-saint-jean-sonde-le-prive-1,2021-08-03 19:42:37,local
Montréal_V2,CISSS OR CIUSSS,12,ICI.Radio-Canada.ca,Des conditions de travail dénoncées dans les CHSLD du CIUSSS de la Capitale-Nationale,2021-07-19,15,https://ici.radio-canada.ca/nouvelle/1810209/emploi-penurie-prepose-infirmiere-personnes-agees-aines,2021-08-03 19:42:37,local
Montréal_V2,CISSS OR CIUSSS,13,Le Journal de Québec,Employés du CIUSSS: 155 000 $ d'hôtel pendant les travaux sur le pont Pierre-Laporte,2021-07-22,12,https://www.journaldequebec.com/2021/07/22/employes-du-ciusss-155000-dhotel-pendant-les-travaux-sur-le-pont,2021-08-03 19:42:37,local
Montréal_V2,CISSS OR CIUSSS,14,Radio-Canada.ca,Lettre à cœur ouvert des urgentistes du CIUSSS de l'Est-de-l'Île-de-Montréal,2021-07-12,22,http://ici.radio-canada.ca/amp/1808276/urgentistes-ciusss-est-de-ile-de-montreal-personnel-sante-lettre,2021-08-03 19:42:37,local
Montréal_V2,CISSS OR CIUSSS,15,La Nouvelle Union,Le CIUSSS MCQ invite à vous faire vacciner,2021-07-23,11,https://www.lanouvelle.net/2021/07/23/le-ciusss-mcq-invite-a-vous-faire-vacciner/,2021-08-03 19:42:37,local
Montréal_V2,CISSS OR CIUSSS,16,Journal Le Manic,Le CISSS de la Côte-Nord propose des bourses de 30 000 $,2021-07-28,6,https://www.lemanic.ca/2021/07/28/le-cisss-de-la-cote-nord-propose-des-bourses-de-30-000/,2021-08-03 19:42:38,local
Montréal_V2,CISSS OR CIUSSS,17,Le Journal de Québec,Une ex-militaire à la tête du CISSS de la Côte-Nord,2021-07-14,20,https://www.journaldequebec.com/2021/07/14/une-ex-militaire-a-la-tete-du-cisss-de-la-cote-nord-1,2021-08-03 19:42:38,local
Montréal_V2,CISSS OR CIUSSS,18,Ma Côte-Nord,La PDG du CISSS aimerait que le réseau de la santé Côte-Nord devienne un modèle d'harmonie avec les Innus,2021-07-15,19,https://macotenord.com/la-pdg-du-cisss-aimerait-que-le-reseau-de-la-sante-cote-nord-devienne-un-modele-dharmonie-avec-les-innus/,2021-08-03 19:42:38,local
Montréal_V2,CISSS OR CIUSSS,19,Courrier Laval,Hausse de 51 cas actifs au retour des vacances de la construction,2021-08-03,0,https://courrierlaval.com/hausse-de-51-cas-actifs-au-retour-des-vacances-de-la-construction/,2021-08-03 19:42:38,local
Montréal_V2,CISSS OR CIUSSS,20,Le Journal de Montréal,Granby: un maire rejeté par son CIUSSS?,2021-07-06,28,https://www.journaldemontreal.com/2021/07/06/granby-un-maire-rejete-par-son-ciusss,2021-08-03 19:42:39,local
Montréal_V2,CISSS OR CIUSSS,21,La Releve,Franc succès pour la roulotte mobile du CISSS de la Montérégie-Est,2021-08-03,0,https://www.lareleve.qc.ca/2021/08/03/franc-succes-pour-la-roulotte-mobile-du-cisss-de-la-monteregie-est/,2021-08-03 19:42:39,local
Montréal_V2,CISSS OR CIUSSS,22,Le Quotidien - Groupe Capitales Médias,Une situation encore difficile au CIUSSS | Actualités,2021-07-23,11,https://www.lequotidien.com/actualites/une-situation-encore-difficile-au-ciusss-aa65eaaaa3c8319b8a158fa60a3352c0,2021-08-03 19:42:39,local
Montréal_V2,CISSS OR CIUSSS,23,Mon Victo,Le CIUSSS MCQ rappelle l'importance de se faire vacciner Accueil,2021-07-28,6,https://monvicto.com/le-ciusss-mcq-rappelle-limportance-de-se-faire-vacciner/,2021-08-03 19:42:39,local
Montréal_V2,CISSS OR CIUSSS,24,La Releve,Le CISSS de la Montérégie-Est poursuit sur sa lancée avec sa roulotte mobile!,2021-07-14,20,https://www.lareleve.qc.ca/2021/07/14/le-cisss-de-la-monteregie-est-poursuit-sur-sa-lancee-avec-sa-roulotte-mobile/,2021-08-03 19:42:39,local
Montréal_V2,CISSS OR CIUSSS,25,Journal Accès,Les urgences de trois hôpitaux à éviter - Accès Laurentides,2021-08-03,0,https://www.journalacces.ca/les-urgences-de-trois-hopitaux-a-eviter/,2021-08-03 19:42:40,local
Montréal_V2,maire OR mairesse,1,ICI.Radio-Canada.ca,Une première mairesse élue à Eastman,2021-08-03,0,https://ici.radio-canada.ca/nouvelle/1813797/maire-conseil-municipal-yvon-laramee,2021-08-03 19:42:49,local
Montréal_V2,maire OR mairesse,2,Le Journal de Montréal,Une autre suspension pour la mairesse de Brownsburg-Chatham,2021-08-03,0,https://www.journaldemontreal.com/2021/08/03/une-autre-suspension-pour-la-mairesse-de-brownsburg-chatham,2021-08-03 19:42:49,local
Montréal_V2,maire OR mairesse,3,Le Soleil - Groupe Capitales Médias,La mairesse de Chandler met en demeure son suppléant pour des publications «diffamatoires» sur Facebook,2021-08-03,0,https://www.lesoleil.com/actualite/en-region/la-mairesse-de-chandler-met-en-demeure-son-suppleant-pour-des-publications-diffamatoires-sur-facebook-af19048ba333803675455fe254dd0e60,2021-08-03 19:42:49,local
Montréal_V2,maire OR mairesse,4,Le Journal de Montréal,Le maire de Louiseville veut des appuis pour la peine de mort,2021-08-02,1,https://www.journaldemontreal.com/2021/08/02/le-maire-de-louiseville-veut-des-appuis-pour-la-peine-de-mort,2021-08-03 19:42:50,local
Montréal_V2,maire OR mairesse,5,Le Reflet du Lac,La mairesse Marie Boivin présente son équipe pour les élections au Canton d'Orford,2021-08-03,0,https://www.lerefletdulac.com/2021/08/03/la-mairesse-marie-boivin-presente-son-equipe-pour-les-elections-au-canton-dorford/,2021-08-03 19:42:50,local
Montréal_V2,maire OR mairesse,6,ICI.Radio-Canada.ca,La mairesse de Chandler accuse son remplaçant de diffamation,2021-07-31,3,https://ici.radio-canada.ca/nouvelle/1813312/louisette-langlois-bruno-pierre-godbout-diffamation-mise-demeure-chandler-mairesse,2021-08-03 19:42:50,local
Montréal_V2,maire OR mairesse,7,Le Journal de Québec,Un maire du Bas-Saint-Laurent condamné à rembourser diverses factures à sa municipalité,2021-07-30,4,https://www.journaldequebec.com/2021/07/30/un-maire-du-bas-saint-laurent-condamne-a-rembourser-diverses-factures-a-sa-municipalite,2021-08-03 19:42:50,local
Montréal_V2,maire OR mairesse,8,La Tribune - Groupe Capitales Médias,Yvon Laramée se retire de son poste de maire d'Eastman,2021-07-30,4,https://www.latribune.ca/ma-region/yvon-laramee-se-retire-de-son-poste-de-maire-deastman-2cf2dc6d867eec30bdee77eabf189fae,2021-08-03 19:42:51,local
Montréal_V2,maire OR mairesse,9,ICI.Radio-Canada.ca,Labeaume se remémore ses débuts comme maire de Québec,2021-07-27,7,https://ici.radio-canada.ca/nouvelle/1812027/ceremonie-assermentation-regis-labeaume-maire,2021-08-03 19:42:51,local
Montréal_V2,maire OR mairesse,10,Mon Joliette,Saint-Côme : Le maire Martin Bordeleau présente son équipe Accueil,2021-08-03,0,https://monjoliette.com/saint-come-le-maire-martin-bordeleau-presente-son-equipe/,2021-08-03 19:42:51,local
Montréal_V2,maire OR mairesse,11,Le Figaro,Landes : une maire reçoit une lettre contenant une cartouche de pistolet,2021-08-03,0,https://www.lefigaro.fr/flash-actu/landes-une-maire-recoit-une-lettre-contenant-une-cartouche-de-pistolet-une-enquete-est-ouverte-20210803,2021-08-03 19:42:51,local
Montréal_V2,maire OR mairesse,12,iHeartRadio,"Travaux d'agrandissement de Sanimax: pas d'odeurs à prévoir, selon le maire",2021-08-03,0,https://www.iheartradio.ca/boom/boom-1041/nouvelles/travaux-d-agrandissement-de-sanimax-pas-d-odeurs-a-prevoir-selon-le-maire-1.15768128,2021-08-03 19:42:52,local
Montréal_V2,maire OR mairesse,13,Le Journal de Montréal,104 000$ réclamés à l'ex-maire de Lacolle,2021-07-22,12,https://www.journaldemontreal.com/2021/07/22/104-000-reclames-a-lex-maire-de-lacolle-1,2021-08-03 19:42:52,local
Montréal_V2,maire OR mairesse,14,Le Journal de Québec,Terrasse estivale «Le 737»: le maire de L'Ancienne-Lorette déçu de l'attitude de l'aéroport de Québec,2021-07-29,5,https://www.journaldequebec.com/2021/07/29/le-maire-pageau-decu-de-lattitude-de-laeroport,2021-08-03 19:42:52,local
Montréal_V2,maire OR mairesse,15,Le Journal de Montréal,Granby: un maire rejeté par son CIUSSS?,2021-07-06,28,https://www.journaldemontreal.com/2021/07/06/granby-un-maire-rejete-par-son-ciusss,2021-08-03 19:42:53,local
Montréal_V2,maire OR mairesse,16,TVA Nouvelles,Climat toxique: la mairesse Sue Montgomery suspendue sans rémunération,2021-07-26,8,https://www.tvanouvelles.ca/2021/07/26/climat-toxique-sue-montgomery-suspendue-sans-remuneration,2021-08-03 19:42:53,local
Montréal_V2,maire OR mairesse,17,La Presse,La mairesse a des questions | La Presse,2021-07-22,12,https://www.lapresse.ca/actualites/chroniques/2021-07-22/la-mairesse-a-des-questions.php,2021-08-03 19:42:53,local
Montréal_V2,maire OR mairesse,18,Le Reflet du Lac,Investiture du PLC dans Brome-Missisquoi: la mairesse Vicki-May Hamm «surprise» par la tournure des événements,2021-07-29,5,https://www.lerefletdulac.com/2021/07/29/investiture-du-plc-dans-brome-missisquoi-la-mairesse-vicki-may-hamm-surprise-par-la-tournure-des-evenements/,2021-08-03 19:42:53,local
Montréal_V2,maire OR mairesse,19,ICI.Radio-Canada.ca,La mairesse de Banff nommée sénatrice du Canada,2021-07-29,5,https://ici.radio-canada.ca/nouvelle/1812814/nomination-senatrice-alberta-karen-sorensen-mairesse-banff,2021-08-03 19:42:53,local
Montréal_V2,maire OR mairesse,20,Le Reflet du Lac,Saint-Étienne-de-Bolton: la mairesse Michèle Turcotte veut donner la chance à d'autres,2021-07-28,6,https://www.lerefletdulac.com/2021/07/28/saint-etienne-de-bolton-la-mairesse-michele-turcotte-veut-donner-la-chance-a-dautres/,2021-08-03 19:42:54,local
Montréal_V2,maire OR mairesse,21,ICI.Radio-Canada.ca,La mairesse de Chandler de retour en poste après sa suspension,2021-07-12,22,https://ici.radio-canada.ca/nouvelle/1808284/louisette-langlois-chandler-suspension-godbout-mairie-conseil-municipal,2021-08-03 19:42:54,local
